document_id,claim_id,split,document_type,available,filename,sha256,source,is_duplicate_hash
DOC-CLM-487692-Repair_Report,CLM-487692,train,Repair Report,True,repair_report_CLM-487692.png,8f9b0a2e5d5425f6812d2c0df9e2e3e9fdd2dc54ceaab6cad57d5a2a362cc6f6,synthetic-manifest,False
DOC-CLM-925789-Purchase_Receipt,CLM-925789,validation,Purchase Receipt,True,purchase_receipt_CLM-925789.pdf,8e4f138214a516ff0592091a0dd0c80f730707b0e1f6dfc3d803e542e3177659,synthetic-manifest,True
DOC-CLM-925789-Warranty_Card,CLM-925789,validation,Warranty Card,True,warranty_card_CLM-925789.png,70d00ec261bbc57e73a9744c38d0e63c78c2edc5b868bbfba848ab670c66a818,synthetic-manifest,True
DOC-CLM-925789-Product_Image,CLM-925789,validation,Product Image,True,product_image_CLM-925789.png,99ae5c3c3c02be1dd346164eed5a02b9d564c32e7468676b91f74f483f7bec6c,synthetic-manifest,True
DOC-CLM-925789-Serial_Number_Evidence,CLM-925789,validation,Serial Number Evidence,True,serial_number_evidence_CLM-925789.png,1041ea240b30ff2f2049888c63f5a0fe966cb9b23dc10dfa93d3178a3121b307,synthetic-manifest,True
DOC-CLM-925789-Fault_Evidence,CLM-925789,validation,Fault Evidence,True,fault_evidence_CLM-925789.png,0f96aee28c448873af63921ed1772a7328f3f82f9f5f2058b63598944292921e,synthetic-manifest,True
DOC-CLM-925789-Repair_Report,CLM-925789,validation,Repair Report,True,repair_report_CLM-925789.png,d09b9867d996207cde9df09c7bfc93ae705a0c3e82ec7408b0c337d3fd43a64d,synthetic-manifest,True
DOC-CLM-358251-Purchase_Receipt,CLM-358251,train,Purchase Receipt,True,purchase_receipt_CLM-358251.pdf,72d9d9f26ff3d7efdbb7c2fc948fdf54e065d9655781d3c7fd38f0a890ad9388,synthetic-manifest,False
DOC-CLM-358251-Warranty_Card,CLM-358251,train,Warranty Card,True,warranty_card_CLM-358251.png,efc900cf3329a6bbbffa0813323630dc646b22e14eff3e5cf5755bc1258ebc73,synthetic-manifest,False
DOC-CLM-358251-Product_Image,CLM-358251,train,Product Image,True,product_image_CLM-358251.png,30691e4d867615c42736f060da083b0f04277521757a597230135ca3f204441e,synthetic-manifest,False
DOC-CLM-358251-Serial_Number_Evidence,CLM-358251,train,Serial Number Evidence,True,serial_number_evidence_CLM-358251.png,df22d458333121f7e24180e2654e294c42032865452673a199f0295ddfb475b5,synthetic-manifest,False
DOC-CLM-358251-Fault_Evidence,CLM-358251,train,Fault Evidence,True,fault_evidence_CLM-358251.png,66d0715aab273bb79786952b3ba2a32f25ddc4419b4923d758e8897d451a7e02,synthetic-manifest,False
DOC-CLM-358251-Repair_Report,CLM-358251,train,Repair Report,True,repair_report_CLM-358251.png,5b9898b0aab31982da6e353941eb47bf0410d44cf91ea9a6b2ccadcc919e98b8,synthetic-manifest,False
DOC-CLM-770649-Purchase_Receipt,CLM-770649,train,Purchase Receipt,True,purchase_receipt_CLM-770649.pdf,35cf33f1ad335e4255f49bf74e56561b2aeadfb56b046b3052f496f02f4ae22f,synthetic-manifest,False
DOC-CLM-770649-Warranty_Card,CLM-770649,train,Warranty Card,True,warranty_card_CLM-770649.png,aa79630ddec73cd2e634c2fd14a2d67268a15ff99b0dc36d5501f1bccc3fe044,synthetic-manifest,False
DOC-CLM-770649-Product_Image,CLM-770649,train,Product Image,True,product_image_CLM-770649.png,6935e79d5c274951fbfd59e8b08d1062b44230dc25db2c4404b3b36ed25122bd,synthetic-manifest,False
DOC-CLM-770649-Serial_Number_Evidence,CLM-770649,train,Serial Number Evidence,True,serial_number_evidence_CLM-770649.png,0e5a5eb1e8c217bfa994b16e6bafba7ba4e0f5e29cbb3b4240b1819b91c4241a,synthetic-manifest,False
DOC-CLM-770649-Fault_Evidence,CLM-770649,train,Fault Evidence,True,fault_evidence_CLM-770649.png,5bb7d3c7810a7f6f9b337d085bf91bcd0819d0cd12955c66aa341accda849ba4,synthetic-manifest,False
DOC-CLM-770649-Repair_Report,CLM-770649,train,Repair Report,True,repair_report_CLM-770649.png,b624ab57c41ea670265af8cad9d4d9ab4618c30fb76a67d994acfab07eea8f4f,synthetic-manifest,False
DOC-CLM-635714-Purchase_Receipt,CLM-635714,train,Purchase Receipt,True,purchase_receipt_CLM-635714.pdf,320274e276f53d1b7d304f7ffef6ddd956dc9273de965ea6463e8a4d0c8d11eb,synthetic-manifest,False
DOC-CLM-635714-Warranty_Card,CLM-635714,train,Warranty Card,True,warranty_card_CLM-635714.png,4343d3a72a898b3d99c6f5ff887b4bd636b337d505ce3f716588c6377a71ca7e,synthetic-manifest,False
DOC-CLM-635714-Product_Image,CLM-635714,train,Product Image,True,product_image_CLM-635714.png,7fa1b533b1c2f14af26cadc4138563dcb4bc209d31e9955e91ebaaa633e80f87,synthetic-manifest,False
DOC-CLM-635714-Serial_Number_Evidence,CLM-635714,train,Serial Number Evidence,True,serial_number_evidence_CLM-635714.png,29860eaaf76c738d6520e37cb5e83c3ceef3261bfe78772bd939e7900fe77d3a,synthetic-manifest,False
DOC-CLM-635714-Fault_Evidence,CLM-635714,train,Fault Evidence,True,fault_evidence_CLM-635714.png,a60dec68e209846db2bbc92ad2f09dd6f909a089a5e757e8e9c689699bb0db36,synthetic-manifest,False
DOC-CLM-635714-Repair_Report,CLM-635714,train,Repair Report,True,repair_report_CLM-635714.png,00dcf3d159010aa9a5904e8907cdd55cd791c600240a36ea79abb4464abc456b,synthetic-manifest,False
DOC-CLM-163521-Purchase_Receipt,CLM-163521,train,Purchase Receipt,True,purchase_receipt_CLM-163521.pdf,e23f1d091fac48c7585b69345af7bc276bc049e6c213a6d562441b3b091b659c,synthetic-manifest,False
DOC-CLM-163521-Warranty_Card,CLM-163521,train,Warranty Card,True,warranty_card_CLM-163521.png,08aedefb0874027cc221721847651456e721109fa66f384e19dc0ced0615c09b,synthetic-manifest,False
DOC-CLM-163521-Product_Image,CLM-163521,train,Product Image,True,product_image_CLM-163521.png,c8f71d28c9d299c24a7fc98fad3c8434983deed04bdac92767ce81b7a721d834,synthetic-manifest,False
DOC-CLM-163521-Serial_Number_Evidence,CLM-163521,train,Serial Number Evidence,True,serial_number_evidence_CLM-163521.png,8ac1ceeed8899e86d1f7d365d736ba83f607578a9fde6003da2bd19f619f372f,synthetic-manifest,False
DOC-CLM-163521-Fault_Evidence,CLM-163521,train,Fault Evidence,True,fault_evidence_CLM-163521.png,602e361b56af466a9f5b201de2c50487af5a790d3b1bb566d08f3e7b5ada2304,synthetic-manifest,False
DOC-CLM-163521-Repair_Report,CLM-163521,train,Repair Report,True,repair_report_CLM-163521.png,87cdfba69d923efe5ccfa8fa6a0fc8354a0fdf73e1ca459b8097d1e5cd793da8,synthetic-manifest,False
DOC-CLM-749685-Purchase_Receipt,CLM-749685,validation,Purchase Receipt,True,purchase_receipt_CLM-749685.pdf,7b579c1d8f7f36a6384b5c29736f58a51c65fdc5b6bc7b9539a036a72a60d248,synthetic-manifest,False
DOC-CLM-749685-Warranty_Card,CLM-749685,validation,Warranty Card,True,warranty_card_CLM-749685.png,5a6655525aefcedb0ed30d1cb43acb5a0e5ea14d5e195cf9dc492ce1aa6cd41c,synthetic-manifest,False
DOC-CLM-749685-Product_Image,CLM-749685,validation,Product Image,True,product_image_CLM-749685.png,274df157d5bf2fbc8e5eae71f31870a3e7ba4eb78e1a830f4dad61f128601687,synthetic-manifest,False
DOC-CLM-749685-Serial_Number_Evidence,CLM-749685,validation,Serial Number Evidence,True,serial_number_evidence_CLM-749685.png,dd31b0382b4eecaa8403022d1b6ca4a4b19017ba84dffe04b2c10991dafaa9c7,synthetic-manifest,False
DOC-CLM-749685-Fault_Evidence,CLM-749685,validation,Fault Evidence,True,fault_evidence_CLM-749685.png,9aed52678dc0523b0fbfdfadbdb982055ec4832932a58d20272362f91519bfb5,synthetic-manifest,False
DOC-CLM-749685-Repair_Report,CLM-749685,validation,Repair Report,True,repair_report_CLM-749685.png,14864a424640088ebdab5a8643574171369283f581142e80d241b11115ee48ce,synthetic-manifest,False
DOC-CLM-536790-Purchase_Receipt,CLM-536790,train,Purchase Receipt,True,purchase_receipt_CLM-536790.pdf,0cabfc08abd364d53e742f2e4c449c126802e4c69cd1c094a9d42567b9e15ba7,synthetic-manifest,False
DOC-CLM-536790-Warranty_Card,CLM-536790,train,Warranty Card,True,warranty_card_CLM-536790.png,3bb10f2be780e6cfe91c1bad711886d7fc996460c423cbfbce1307e70e8c0631,synthetic-manifest,False
DOC-CLM-536790-Product_Image,CLM-536790,train,Product Image,True,product_image_CLM-536790.png,4e9bc0be59eaef9cd8b81d7c0f1915075cce0d4fc18fc284580d80f75e34eaa3,synthetic-manifest,False
DOC-CLM-536790-Serial_Number_Evidence,CLM-536790,train,Serial Number Evidence,True,serial_number_evidence_CLM-536790.png,cdaa53845dca8b317c04b8c0d5cbf1f79421bef53b691ff873636f84183cf683,synthetic-manifest,False
DOC-CLM-536790-Fault_Evidence,CLM-536790,train,Fault Evidence,True,fault_evidence_CLM-536790.png,869a678d8eeb325397f87b14a484261f4eae677c73df6ed62518c18e8db54734,synthetic-manifest,False
DOC-CLM-536790-Repair_Report,CLM-536790,train,Repair Report,True,repair_report_CLM-536790.png,001c2cd92fc7e621697c03064b5b051891479d6b389f0c491eee7a2576c92ae5,synthetic-manifest,False
DOC-CLM-536720-Purchase_Receipt,CLM-536720,train,Purchase Receipt,True,purchase_receipt_CLM-536720.pdf,5c4d103328bd656fc12d24f657a3fcedfea558b40fd69bf511163c5befb533b7,synthetic-manifest,False
DOC-CLM-536720-Warranty_Card,CLM-536720,train,Warranty Card,True,warranty_card_CLM-536720.png,716a754364297cd9784e2dd648c9befe6c820e9d2a3929638ca065bdfc28bd59,synthetic-manifest,False
DOC-CLM-536720-Product_Image,CLM-536720,train,Product Image,True,product_image_CLM-536720.png,0adb3dd69c4584739c489168ba557279b0230d3684cb056ad4eeed13b39bb7ea,synthetic-manifest,False
DOC-CLM-536720-Serial_Number_Evidence,CLM-536720,train,Serial Number Evidence,True,serial_number_evidence_CLM-536720.png,d4867b430bc9d662b470829dd0cf01619c1ba8488b69caac8c8630514f55729c,synthetic-manifest,False
DOC-CLM-536720-Fault_Evidence,CLM-536720,train,Fault Evidence,True,fault_evidence_CLM-536720.png,79bbf369693c85af01e10f75ca822744c62443f35e3064eb51278517acc4cab2,synthetic-manifest,False
DOC-CLM-536720-Repair_Report,CLM-536720,train,Repair Report,True,repair_report_CLM-536720.png,b3909dbc625aa9b49e2b5825c489e6073ff20b80d97c02912fe7455c6715c7c4,synthetic-manifest,False
DOC-CLM-414726-Purchase_Receipt,CLM-414726,validation,Purchase Receipt,True,purchase_receipt_CLM-414726.pdf,50f24da98b8168c3bf161d85a15cee539dde696940ee7691b12e8d6def4bd037,synthetic-manifest,False
DOC-CLM-414726-Warranty_Card,CLM-414726,validation,Warranty Card,True,warranty_card_CLM-414726.png,9171c178b11dc7f46988d3574187e658b05f9c6367cfbaec232b8cce559faddc,synthetic-manifest,False
DOC-CLM-414726-Product_Image,CLM-414726,validation,Product Image,True,product_image_CLM-414726.png,4cce6d7a955c03234ee9d5a71e84a2e4b7690dbb04d9479da352db397bc44ff4,synthetic-manifest,False
DOC-CLM-414726-Serial_Number_Evidence,CLM-414726,validation,Serial Number Evidence,True,serial_number_evidence_CLM-414726.png,aa13935fb9fd6bfc5efa210af2b3cc645447a565116c31962ff7f6464ac71745,synthetic-manifest,False
DOC-CLM-414726-Fault_Evidence,CLM-414726,validation,Fault Evidence,True,fault_evidence_CLM-414726.png,1dfd1b3b107ce0ae4924561961dddd509e4d3f79f0b660678f6ffa551a46875a,synthetic-manifest,False
DOC-CLM-414726-Repair_Report,CLM-414726,validation,Repair Report,False,,,synthetic-manifest,False
DOC-CLM-210337-Purchase_Receipt,CLM-210337,train,Purchase Receipt,True,purchase_receipt_CLM-210337.pdf,3669c963298bcc3353e23034b7330b24e6c5231e8fcc8385f163ef47cf878cba,synthetic-manifest,False
DOC-CLM-210337-Warranty_Card,CLM-210337,train,Warranty Card,True,warranty_card_CLM-210337.png,8fe71d56edf456d182e1bb42bf8b80a91d84f331a98235e40ce0facb9dbb978e,synthetic-manifest,False
DOC-CLM-210337-Product_Image,CLM-210337,train,Product Image,True,product_image_CLM-210337.png,1a4491a0a5c75c86725011b4ea11367b4d48cc9f440d5faf8a146461d446fc1e,synthetic-manifest,False
DOC-CLM-210337-Serial_Number_Evidence,CLM-210337,train,Serial Number Evidence,True,serial_number_evidence_CLM-210337.png,5560164151bb2436dfec3b95fe17c6144b6452a8ef6105d4e2daf0e0b7090314,synthetic-manifest,False
DOC-CLM-210337-Fault_Evidence,CLM-210337,train,Fault Evidence,True,fault_evidence_CLM-210337.png,cbc2c464d49bdf2dec5b6969f98a2f8739424c485dba5c40bf884b1d7b7ddd73,synthetic-manifest,False
DOC-CLM-210337-Repair_Report,CLM-210337,train,Repair Report,True,repair_report_CLM-210337.png,5aa4527c0987a2a31550714b4bb8db07fc3c36012afcb96c567d70eb15acf214,synthetic-manifest,False
DOC-CLM-379551-Purchase_Receipt,CLM-379551,test,Purchase Receipt,True,purchase_receipt_CLM-379551.pdf,88c556c68341d474436750f2b4538b6b7699843ac65e2705fb5dbc2a12723835,synthetic-manifest,False
DOC-CLM-379551-Warranty_Card,CLM-379551,test,Warranty Card,True,warranty_card_CLM-379551.png,6f71c950d7970b69542ec76ce915403881f1a3bd4de4cea0678f9fd8f76a08a6,synthetic-manifest,False
DOC-CLM-379551-Product_Image,CLM-379551,test,Product Image,True,product_image_CLM-379551.png,c5d030c49621212f0dc265909e5280532b174a3af6c66777be8ce540b4e34188,synthetic-manifest,False
DOC-CLM-379551-Serial_Number_Evidence,CLM-379551,test,Serial Number Evidence,True,serial_number_evidence_CLM-379551.png,c6f3ab1cfb75a2dd25a3605e84719e1c8b99fcef200b9abf981c3631a5546096,synthetic-manifest,False
DOC-CLM-379551-Fault_Evidence,CLM-379551,test,Fault Evidence,True,fault_evidence_CLM-379551.png,88104c7989461ca5974593bf5fe56316d0aaf10c99b921cda2cadf0f071fd952,synthetic-manifest,False
DOC-CLM-379551-Repair_Report,CLM-379551,test,Repair Report,True,repair_report_CLM-379551.png,1590c5705c5704960fbf6bec49a12d609da69fb577bc6993313342a9cf3a1682,synthetic-manifest,False
DOC-CLM-595695-Purchase_Receipt,CLM-595695,train,Purchase Receipt,True,purchase_receipt_CLM-595695.pdf,716670da70c07d22f3d2a66b0136d2fac82c17ae18aed0f6ec9790729d89fa1e,synthetic-manifest,False
DOC-CLM-595695-Warranty_Card,CLM-595695,train,Warranty Card,True,warranty_card_CLM-595695.png,eb6f3c6faf461c1029bad87e8a793febb226aaa2a84f1c876786667afb38364e,synthetic-manifest,False
DOC-CLM-595695-Product_Image,CLM-595695,train,Product Image,True,product_image_CLM-595695.png,1136c085274e3a8671df735f03f70fca3faa75c8294d46a511ae826e1d40fc6f,synthetic-manifest,False
DOC-CLM-595695-Serial_Number_Evidence,CLM-595695,train,Serial Number Evidence,True,serial_number_evidence_CLM-595695.png,d425ac8f3cce32fb9acf8fb833356bb36ee6af62db301dfa0638a30336a10137,synthetic-manifest,False
DOC-CLM-595695-Fault_Evidence,CLM-595695,train,Fault Evidence,True,fault_evidence_CLM-595695.png,7f11b63ed6f1d7c5fd6c734027759fdee837ccafa1882db17a09d8e287e7ac81,synthetic-manifest,False
DOC-CLM-595695-Repair_Report,CLM-595695,train,Repair Report,True,repair_report_CLM-595695.png,83fd3880094ed113b5653b730fa8b2e5413db0b1475389cbb9a6d2df76456945,synthetic-manifest,False
DOC-CLM-920779-Purchase_Receipt,CLM-920779,train,Purchase Receipt,True,purchase_receipt_CLM-920779.pdf,ef874f08b18a6ddcc2f8b95f5546b7ac942e01bd6874333dc89f74e8af64fb78,synthetic-manifest,False
DOC-CLM-920779-Warranty_Card,CLM-920779,train,Warranty Card,True,warranty_card_CLM-920779.png,cdf34261281bf77d5dd81a1489b7d5ce949e5c359e237734008b1f7a25d28a6e,synthetic-manifest,False
DOC-CLM-920779-Product_Image,CLM-920779,train,Product Image,True,product_image_CLM-920779.png,b512bf04d0dc69ebc44a07361b21316b1d3546518fd1dbcea6287cba210df8c0,synthetic-manifest,False
DOC-CLM-920779-Serial_Number_Evidence,CLM-920779,train,Serial Number Evidence,True,serial_number_evidence_CLM-920779.png,99eb9ee7172f52da4c73b46212060e47b91431be800c7425a1f2269fc50e6270,synthetic-manifest,False
DOC-CLM-920779-Fault_Evidence,CLM-920779,train,Fault Evidence,True,fault_evidence_CLM-920779.png,ec368c67761b9d4cdeb12c7a1d9c024ceb5bffe7913c46add282669e65e2cd52,synthetic-manifest,False
DOC-CLM-920779-Repair_Report,CLM-920779,train,Repair Report,True,repair_report_CLM-920779.png,42ad18bff3a03aa7dff246e78f5344fbc1ceaf9297095e1d90f51b8eb1f67897,synthetic-manifest,False
DOC-CLM-487421-Purchase_Receipt,CLM-487421,train,Purchase Receipt,True,purchase_receipt_CLM-487421.pdf,c089d899e59fe1c677515e4d48ecb8d32f8d8b2f26a96bd6a83d707ef8b563d3,synthetic-manifest,False
DOC-CLM-487421-Warranty_Card,CLM-487421,train,Warranty Card,True,warranty_card_CLM-487421.png,878c5c56dc958d63cc9f361faee31e38afc8f954191bd2d71bb49c2bbfff5d10,synthetic-manifest,False
DOC-CLM-487421-Product_Image,CLM-487421,train,Product Image,True,product_image_CLM-487421.png,029601af6dd670ab8be281c0217376752de494b24d1f1fba8f7a64ec52e805ee,synthetic-manifest,False
DOC-CLM-487421-Serial_Number_Evidence,CLM-487421,train,Serial Number Evidence,True,serial_number_evidence_CLM-487421.png,ad468bda9101079ac2d831a2f00b85a0e5f3f08f0187494c31afa05136e6e135,synthetic-manifest,False
DOC-CLM-487421-Fault_Evidence,CLM-487421,train,Fault Evidence,True,fault_evidence_CLM-487421.png,385481d5052a8b23e93f87e8085beebbeabcc666618f9e04a9f5fc2f32ca6948,synthetic-manifest,False
DOC-CLM-487421-Repair_Report,CLM-487421,train,Repair Report,True,repair_report_CLM-487421.png,86df5f08f9dc5927045c17363cd5bcf39d1d81a81b594270a6b0d6f221ec3d88,synthetic-manifest,False
DOC-CLM-329822-Purchase_Receipt,CLM-329822,test,Purchase Receipt,True,purchase_receipt_CLM-329822.pdf,384dbd5f56c0d691984426d9c84358f50b80176cd030fe5f4a12cbb1437a29dd,synthetic-manifest,False
DOC-CLM-329822-Warranty_Card,CLM-329822,test,Warranty Card,True,warranty_card_CLM-329822.png,12964735e9eafd0794b283bfa877e233f745f0367347065758203e477561a262,synthetic-manifest,False
DOC-CLM-329822-Product_Image,CLM-329822,test,Product Image,True,product_image_CLM-329822.png,76fda9b1c7b5ec001ea74f2a8c85f6be9e1fa0443b554416aa03f5e51e149d9c,synthetic-manifest,False
DOC-CLM-329822-Serial_Number_Evidence,CLM-329822,test,Serial Number Evidence,True,serial_number_evidence_CLM-329822.png,e2d720c377479a5376075e84fe548dae2a6ee6d336f06c905ebd25b11db6d622,synthetic-manifest,False
DOC-CLM-329822-Fault_Evidence,CLM-329822,test,Fault Evidence,True,fault_evidence_CLM-329822.png,0b9592082ebab6608538e0c7e8e986f08603d13f543af62541be0a54fb094614,synthetic-manifest,False
DOC-CLM-329822-Repair_Report,CLM-329822,test,Repair Report,True,repair_report_CLM-329822.png,cb52603d688d32be4be4a12bbe8cbdd7c3db1c75e7d7ca5a6ab318d9853996ec,synthetic-manifest,False
DOC-CLM-361319-Purchase_Receipt,CLM-361319,train,Purchase Receipt,False,,,synthetic-manifest,False
DOC-CLM-361319-Warranty_Card,CLM-361319,train,Warranty Card,True,warranty_card_CLM-361319.png,43e654b7abff93daadaf868d91694fd8fb284ffae13a6d01f8086a3a9e918abb,synthetic-manifest,False
DOC-CLM-361319-Product_Image,CLM-361319,train,Product Image,True,product_image_CLM-361319.png,8b8a12a953c8c57fdc8d85822e09e050d0751c8ae3003f26c21edad40c3a3461,synthetic-manifest,False
DOC-CLM-361319-Serial_Number_Evidence,CLM-361319,train,Serial Number Evidence,True,serial_number_evidence_CLM-361319.png,a6073103891c7bea358660c2a090e4acf98cddae5597020a86416335b53e2b52,synthetic-manifest,False
DOC-CLM-361319-Fault_Evidence,CLM-361319,train,Fault Evidence,True,fault_evidence_CLM-361319.png,7877f9346383d327aed653d98ac943facbd3f86c64bb3b0b1273360d785e71a2,synthetic-manifest,False
DOC-CLM-361319-Repair_Report,CLM-361319,train,Repair Report,True,repair_report_CLM-361319.png,3fa760c43e961294514e92a87b962cbe636908fbc169f3b67c8be290f823fa2d,synthetic-manifest,False
DOC-CLM-523960-Purchase_Receipt,CLM-523960,validation,Purchase Receipt,True,purchase_receipt_CLM-523960.pdf,0768b204ffe79b55ce3727b433e64c8f618b2475c584422a208093cd413272b7,synthetic-manifest,True
DOC-CLM-523960-Warranty_Card,CLM-523960,validation,Warranty Card,True,warranty_card_CLM-523960.png,68aae066aa60851781968f9c056bf87fc830b38eb32bf37e556f959d1969c1b6,synthetic-manifest,True
DOC-CLM-523960-Product_Image,CLM-523960,validation,Product Image,True,product_image_CLM-523960.png,16a1f26e57ec057ed89a6cf24d82fd1dc3f7e31ec58d352c7ae07995a497ada4,synthetic-manifest,True
DOC-CLM-523960-Serial_Number_Evidence,CLM-523960,validation,Serial Number Evidence,True,serial_number_evidence_CLM-523960.png,e66ff84ef77cc2582e9c58cd126d522757b69744509f03ea0724087ddb959b24,synthetic-manifest,True
DOC-CLM-523960-Fault_Evidence,CLM-523960,validation,Fault Evidence,True,fault_evidence_CLM-523960.png,592e23c00e63a5b6497cc8be40756794683d0f25ad16be1981e742d5251f54b0,synthetic-manifest,True
DOC-CLM-523960-Repair_Report,CLM-523960,validation,Repair Report,True,repair_report_CLM-523960.png,db10d996b17ab816ef8909a37192594f3535f779ad20014e62870b5cb0445b9c,synthetic-manifest,True
DOC-CLM-990236-Purchase_Receipt,CLM-990236,train,Purchase Receipt,True,purchase_receipt_CLM-990236.pdf,f04df0181e6642e8d97d67e02140104ffa80005b15db01337c586e90884b7e0e,synthetic-manifest,False
DOC-CLM-990236-Warranty_Card,CLM-990236,train,Warranty Card,True,warranty_card_CLM-990236.png,7dc4199ea1ca47551443916a50e17ea9bf9d85715949425814fa2208d49e9610,synthetic-manifest,False
DOC-CLM-990236-Product_Image,CLM-990236,train,Product Image,True,product_image_CLM-990236.png,a4f08701c2db499a30c3396642a61e24043c75588601af829bb34be54e1477dd,synthetic-manifest,False
DOC-CLM-990236-Serial_Number_Evidence,CLM-990236,train,Serial Number Evidence,True,serial_number_evidence_CLM-990236.png,fa3db55f7dc81a0a3dfac5458ee9438ae70951f79ac96b29bf99ea9137c3ae23,synthetic-manifest,False
DOC-CLM-990236-Fault_Evidence,CLM-990236,train,Fault Evidence,True,fault_evidence_CLM-990236.png,fa78c0d96800aeca0a6b69c1d5362bcbb6087c5f063ed900cde83b96b7e0ca07,synthetic-manifest,False
DOC-CLM-990236-Repair_Report,CLM-990236,train,Repair Report,True,repair_report_CLM-990236.png,3893ed85747c38e407a8f5b2fec0650e66789f8fab081746fa41afcf14cdb5f0,synthetic-manifest,False
DOC-CLM-709856-Purchase_Receipt,CLM-709856,train,Purchase Receipt,True,purchase_receipt_CLM-709856.pdf,3bb6c792224f555885fefb53179034af30f370eb4f3224c4422808f42a7a5d0f,synthetic-manifest,False
DOC-CLM-709856-Warranty_Card,CLM-709856,train,Warranty Card,True,warranty_card_CLM-709856.png,4e518317f469e566eafd63bc2b72e7576c1b2abd4dc1ff97ff224e08308695ff,synthetic-manifest,False
DOC-CLM-709856-Product_Image,CLM-709856,train,Product Image,True,product_image_CLM-709856.png,df06c46dad95541495f680c420efe985259812cea460a82ed1bb3a9324fd3ad5,synthetic-manifest,False
DOC-CLM-709856-Serial_Number_Evidence,CLM-709856,train,Serial Number Evidence,True,serial_number_evidence_CLM-709856.png,77fbb540a6bd2cc20d6e009ca21349f19957b89b2099336f9a7f2cdab61e43e6,synthetic-manifest,False
DOC-CLM-709856-Fault_Evidence,CLM-709856,train,Fault Evidence,True,fault_evidence_CLM-709856.png,44148ee8d79e6154f75521ec3a4eca99b438d501177efab68caad8a6f7c48fc6,synthetic-manifest,False
DOC-CLM-709856-Repair_Report,CLM-709856,train,Repair Report,True,repair_report_CLM-709856.png,0e30ced3a2e2eb84011d2c14cfb70923f2b35770ffed23c119fbcc0c79059a7e,synthetic-manifest,False
DOC-CLM-831873-Purchase_Receipt,CLM-831873,train,Purchase Receipt,True,purchase_receipt_CLM-831873.pdf,d9a7eeb8ca62e06fedb3724386634ade4b88fadcb04ede3a1065d7f9544f12bf,synthetic-manifest,False
DOC-CLM-831873-Warranty_Card,CLM-831873,train,Warranty Card,True,warranty_card_CLM-831873.png,6d70a61818856b808b2088bcaed5ef1d0b003951ec679d8cbf44d0afd2d499d2,synthetic-manifest,False
DOC-CLM-831873-Product_Image,CLM-831873,train,Product Image,True,product_image_CLM-831873.png,5707cfa22f0262a8815ec2cff13d6dcadd29f22bb310fce0da0721ad481a1cc3,synthetic-manifest,False
DOC-CLM-831873-Serial_Number_Evidence,CLM-831873,train,Serial Number Evidence,True,serial_number_evidence_CLM-831873.png,faff55f76e206bb6ce4aa087ccfe0c551911355ebb02564074bc412779128057,synthetic-manifest,False
DOC-CLM-831873-Fault_Evidence,CLM-831873,train,Fault Evidence,True,fault_evidence_CLM-831873.png,ed6ce4f97c41ad8a4b667cc4984732171d12c9d214f3f60ad20ef626ab766231,synthetic-manifest,False
DOC-CLM-831873-Repair_Report,CLM-831873,train,Repair Report,True,repair_report_CLM-831873.png,6f0fae5e08b04420437e29f71cd475e783be0a03169c31e65f9b6c78190304df,synthetic-manifest,False
DOC-CLM-488885-Purchase_Receipt,CLM-488885,train,Purchase Receipt,True,purchase_receipt_CLM-488885.pdf,038b95d7698d1675413f3750eced40b32876183115922724e53c5d45f97cb115,synthetic-manifest,False
DOC-CLM-488885-Warranty_Card,CLM-488885,train,Warranty Card,True,warranty_card_CLM-488885.png,ca82d7caec03c469fe0d97efda43d1f11ac2bdbb558bb747679055a999f5c429,synthetic-manifest,False
DOC-CLM-488885-Product_Image,CLM-488885,train,Product Image,True,product_image_CLM-488885.png,5a117d9ef77bc351cae44b546719b34475c18eb859eaa53888495a08703950a6,synthetic-manifest,False
DOC-CLM-488885-Serial_Number_Evidence,CLM-488885,train,Serial Number Evidence,True,serial_number_evidence_CLM-488885.png,1041f272fdadf2f671cbe8fc34ae595d2096dc505d1b37039b0faadd58b48a31,synthetic-manifest,False
DOC-CLM-488885-Fault_Evidence,CLM-488885,train,Fault Evidence,True,fault_evidence_CLM-488885.png,ce7a9a6f1d8104233d651944fc8d66a3db79b191e90fc24f7c34c237364b4805,synthetic-manifest,False
DOC-CLM-488885-Repair_Report,CLM-488885,train,Repair Report,True,repair_report_CLM-488885.png,7319f13331c18da5d5e4f8028f63c1276e697ad8290ae43f8ebfb8e427fed03b,synthetic-manifest,False
DOC-CLM-266989-Purchase_Receipt,CLM-266989,train,Purchase Receipt,True,purchase_receipt_CLM-266989.pdf,981da45080bcd4620c38f5b7d79aec9b81d047634100ac0a4149fc14536db366,synthetic-manifest,False
DOC-CLM-266989-Warranty_Card,CLM-266989,train,Warranty Card,True,warranty_card_CLM-266989.png,b2f1b75061e03e6c9f8e86b961ead976135f502dbd4bff9e3ab9e0530c8f61bd,synthetic-manifest,False
DOC-CLM-266989-Product_Image,CLM-266989,train,Product Image,True,product_image_CLM-266989.png,e8cbce4bb36ce2823d1fefdd426b0186b76f8e1a08fd03259e319ed7407c5a2a,synthetic-manifest,False
